Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Revenue,Month
5364-1,2014-01-08,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2014-01-15,13.64,20.98,$7.34,16.0,469.98,4%,18.8,$451.18,1.49,466.28,451.18,2014-01
5364-1,2013-11-23,Samah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,High,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,2013-11-23,8.82,20.99,$12.17,34.0,469.96,3%,26.8,$451.16,4.81,465.26,451.16,2013-11
5364-1,2014-09-02,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,2014-09-04,13.88,22.38,$8.50,20.0,469.98,6%,18.82,$453.18,15.1,466.38,453.18,2014-09
5365-1,2013-05-29,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Low,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-05-29,4.79,11.97,$7.18,31.0,94.01,4%,3.75,$95.17,5.81,98.5,95.17,2013-05
5365-1,2013-11-05,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Cando PC940 Copier,Technology,Small Box,Regular Air,2013-11-07,278.99,449.99,$171.00,16.0,2505.56,0%,121.32,"$2,219.65",49.0,2307.94,2219.65,2013-11
5365-1,2014-01-08,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Low,"Steady Colorific Colored Pencils, 12/Box",Technology,Large Box,Regular Air,2014-01-10,1.3,2.88,$1.58,16.0,132.48,0%,5.3,$127.18,1.01,128.19,127.18,2014-01
5365-1,2015-02-18,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-02-19,1.31,2.84,$1.53,9.0,65.36,8%,3.92,$62.44,0.93,66.23,62.44,2015-02
5366-1,2013-06-11,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Medium,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,2013-06-13,6.51,30.98,$24.47,50.0,3152.14,7%,34.69,"$1,193.35",6.5,1119.36,1193.35,2013-06
5367-1,2014-01-10,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,High,3Max Organizer Strips,Technology,Small Box,Regular Air,2014-01-11,3.4,5.4,$2.00,20.0,48.6,4%,4.37,$44.23,7.78,52.01,44.23,2014-01
5367-1,2014-12-02,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2014-12-08,0.94,2.08,$1.14,37.0,89.44,9%,4.37,$84.97,2.56,87.53,84.97,2014-12
5367-1,2014-01-10,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,3Max Organizer Strips,Technology,Small Box,Express Air,2014-01-12,3.4,5.4,$2.00,45.0,48.6,2%,4.37,$44.23,7.78,52.01,44.23,2014-01
5367-1,2014-01-04,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2014-01-05,3.4,5.4,$2.00,33.0,48.6,8%,4.37,$44.23,7.78,52.01,44.23,2014-01
5367-1,2014-10-18,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Critical,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,2014-10-20,3.4,5.4,$2.00,32.0,48.6,3%,5.17,$44.23,7.78,52.01,44.23,2014-10
5367-1,2014-01-10,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Critical,3Max Organizer Strips,Office Supplies,Small Pack,Regular Air,2014-01-10,3.4,5.4,$2.00,4.0,48.6,3%,4.37,$44.23,7.78,52.01,44.23,2014-01
5367-1,2014-01-10,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,3Max Organizer Strips,Office Supplies,Small Pack,Regular Air,2014-01-10,3.4,5.4,$2.00,6.0,48.6,1%,4.37,$44.23,7.78,52.01,44.23,2014-01
5367-1,2014-01-08,Dionis Lloyd,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,3Max Organizer Strips,Technology,Small Box,Regular Air,2014-01-15,3.4,5.4,$2.00,28.0,48.6,4%,4.37,$44.23,7.78,52.01,44.23,2014-01
5367-1,2013-11-18,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Furniture,Small Pack,Regular Air,2013-11-20,13.88,22.38,$8.50,8.0,454.58,10%,6.2,$421.67,15.1,485.16,421.67,2013-11
5367-1,2014-01-10,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2014-01-11,3.4,5.4,$2.00,39.0,48.6,6%,4.37,$44.23,7.78,52.01,44.23,2014-01
5367-2,2014-01-10,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Low,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2014-01-10,0.94,2.08,$1.14,16.0,89.44,2%,4.37,$84.97,2.56,87.53,84.97,2014-01
5367-2,2015-08-12,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Low,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Pack,Regular Air,2015-08-15,1.76,3.38,$1.62,49.0,89.44,1%,4.47,$84.97,0.85,87.53,84.97,2015-08
5367-2,2013-09-11,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2013-09-15,0.94,2.08,$1.14,47.0,89.44,10%,4.47,$84.97,2.56,87.53,84.97,2013-09
5367-2,2014-01-10,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Low,Office Shears by Apex,Technology,Small Pack,Regular Air,2014-01-10,0.94,2.08,$1.14,19.0,88.4,9%,4.37,$84.97,2.56,87.53,84.97,2014-01
5368-1,2013-10-24,Ed Jacobs,"22 Civic Rd,Auburn",Sydney,NSW,Corporate,Mihael Khan,Low,Economy Binders,Office Supplies,Small Box,Regular Air,2013-10-27,1.33,2.08,$0.75,38.0,4.26,5%,0.0,$4.66,1.49,5.34,4.66,2013-10
5368-1,2016-08-24,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,3Max Organizer Strips,Technology,Medium Box,Regular Air,2016-08-25,3.4,5.4,$2.00,8.0,426.7,9%,26.14,$410.20,7.78,113.29,410.2,2016-08
5368-1,2013-09-26,Bor Nyng,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,2013-09-28,2.9,4.76,$1.86,33.0,48.93,8%,4.13,$44.95,0.88,52.96,44.95,2013-09
5369-1,2014-10-10,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Cando S750 Color Inkjet Printer,Office Supplies,Wrap Bag,Regular Air,2014-10-11,75.0,120.97,$45.97,47.0,3079.64,0%,30.73,"$3,739.62",26.3,3736.84,3739.62,2014-10
5369-1,2015-07-15,Bary Gonzalez,"1 John Street,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Medium,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,2015-07-19,0.94,1.88,$0.94,20.0,63.5,6%,2.69,$61.91,0.79,64.0,61.91,2015-07
5369-1,2015-07-04,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Small Business,Yvette Biti,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Express Air,2015-07-05,32.02,152.48,$120.46,30.0,4090.52,2%,30.37,"$2,795.59",4.0,2792.75,2795.59,2015-07
5369-1,2015-02-18,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2015-02-21,2.29,3.69,$1.40,27.0,49.36,8%,3.96,$49.60,0.5,40.04,49.6,2015-02
5369-1,2014-03-11,Rick Duston,"260 Marrickville Rd,Marrickville",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2014-03-12,4.53,7.3,$2.77,28.0,573.56,4%,11.04,$521.56,7.72,526.05,521.56,2014-03
5369-1,2013-11-01,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Consumer,Mihael Khan,High,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Pack,Regular Air,2013-11-02,21.56,36.55,$14.99,10.0,62.92,10%,0.63,$62.39,13.89,63.9,62.39,2013-11
5369-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Cando PC940 Copier,Furniture,Small Pack,Regular Air,2013-08-17,278.99,449.99,$171.00,37.0,489.4,9%,37.85,$451.07,49.0,466.55,451.07,2013-08
5369-1,2014-01-10,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,2014-01-11,56.16,136.98,$80.82,41.0,2465.64,3%,49.31,"$2,416.33",24.49,2440.82,2416.33,2014-01
5369-1,2014-01-27,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Low,Aluminum Document Frame,Office Supplies,Small Pack,Regular Air,2014-01-27,5.5,12.22,$6.72,46.0,226.0,9%,2.18,$213.18,2.85,228.19,213.18,2014-01
5370-1,2014-11-22,Harold Ryan,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Pack,Regular Air,2014-11-23,1.53,2.78,$1.25,22.0,154.46,7%,3.55,$158.66,1.34,157.37,158.66,2014-11
5370-1,2014-10-21,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-10-21,1.31,2.84,$1.53,50.0,53.54,8%,2.79,$59.01,0.93,65.57,59.01,2014-10
5370-1,2013-07-04,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Critical,Desktop 3-Pocket Hot File,Office Supplies,Wrap Bag,Regular Air,2013-07-05,22.18,54.1,$31.92,2.0,273.89,6%,27.69,$260.78,19.99,279.59,260.78,2013-07
5370-1,2013-10-11,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,2013-10-13,0.9,2.1,$1.20,1.0,36.22,2%,0.35,$33.62,0.7,32.79,33.62,2013-10
5371-1,2014-12-05,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,2014-12-07,4.53,7.3,$2.77,27.0,186.82,7%,10.69,$168.61,7.72,178.99,168.61,2014-12
5371-1,2013-03-27,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Box,Regular Air,2013-03-27,3.51,8.57,$5.06,2.0,206.96,5%,8.1,$193.34,6.14,199.44,193.34,2013-03
5372-1,2014-01-08,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2014-01-15,2.26,3.58,$1.32,33.0,137.64,5%,5.35,$133.11,5.47,133.33,133.11,2014-01
5372-1,2014-01-04,Helen Andreada,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Not Specified,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,2014-01-06,156.5,300.97,$144.47,31.0,2250.42,8%,42.71,"$2,025.69",7.18,2194.75,2025.69,2014-01
5373-1,2014-01-13,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-01-18,54.29,90.48,$36.19,1.0,467.22,2%,42.05,$425.17,19.99,431.83,425.17,2014-01
5373-1,2014-10-29,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Low,Apex Box Cutter Scissors,Technology,Small Pack,Express Air,2014-10-31,4.19,10.23,$6.04,46.0,273.3,9%,15.55,$260.81,4.68,275.84,260.81,2014-10
5373-1,2014-01-10,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2014-01-11,3.32,5.18,$1.86,21.0,48.6,0%,4.37,$44.23,2.04,52.83,44.23,2014-01
5374-1,2014-02-15,Airls Lampticp,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,2014-02-16,3.4,5.4,$2.00,22.0,167.18,4%,15.21,$151.87,7.78,152.59,151.87,2014-02
5374-1,2015-04-28,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2015-04-30,5.33,8.6,$3.27,40.0,151.48,1%,2.59,$152.07,6.19,153.57,152.07,2015-04
5374-1,2013-08-30,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Critical,Apex Preferred Stainless Steel Scissors,Technology,Small Box,Regular Air,2013-08-01,2.5,5.68,$3.18,46.0,258.35,6%,29.97,$239.27,3.6,239.74,239.27,2013-08
5374-1,2013-02-23,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,Natasha Song,Not Specified,Apex Box Cutter Scissors,Technology,Medium Box,Express Air,2013-02-23,4.19,10.23,$6.04,27.0,432.86,9%,0.0,$429.75,4.68,434.74,429.75,2013-02
5375-1,2013-05-13,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,3Max Organizer Strips,Technology,Medium Box,Regular Air,2013-05-15,3.4,5.4,$2.00,33.0,75.6,1%,6.8,$68.80,7.78,76.58,68.8,2013-05
5375-1,2013-05-29,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2013-05-25,1.84,2.88,$1.04,27.0,95.29,4%,3.69,$85.89,0.99,88.39,85.89,2013-05
5376-1,2014-03-28,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2014-03-28,4.79,11.97,$7.18,45.0,153.98,0%,11.3,$145.69,5.81,147.39,145.69,2014-03
5377-1,2014-01-24,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Fluorescent Highlighters by DrawIt,Office Supplies,Small Box,Regular Air,2014-01-25,1.95,3.98,$2.03,31.0,163.18,8%,11.42,$151.76,0.83,152.59,151.76,2014-01
5377-1,2014-12-04,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2014-12-05,1.6,2.62,$1.02,30.0,163.18,3%,11.42,$151.76,0.8,152.59,151.76,2014-12
5377-1,2014-01-14,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Critical,Smiths Bolldog Clip,Office Supplies,Small Pack,Regular Air,2014-01-17,2.31,3.78,$1.47,33.0,163.18,5%,11.42,$151.76,0.71,152.59,151.76,2014-01
5378-1,2015-01-10,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2015-01-12,3.84,6.3,$2.46,46.0,126.7,4%,17.83,$112.40,0.5,117.85,112.4,2015-01
5378-1,2014-01-14,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,High,Artisan Hanging File Bins,Technology,Jumbo Drum,Delivery Truck,2014-01-17,1.09,2.6,$1.51,25.0,122.1,2%,12.22,$120.98,2.4,123.43,120.98,2014-01
5378-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,High,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,2014-12-11,2.26,3.58,$1.32,45.0,87.6,6%,5.73,$84.99,5.47,87.63,84.99,2014-12
5378-1,2014-08-11,Adrian Hane,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,2014-08-13,2.9,4.76,$1.86,3.0,89.44,8%,4.47,$84.97,0.88,87.53,84.97,2014-08
5379-1,2014-01-15,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,High,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2014-01-17,5.19,12.98,$7.79,9.0,441.32,4%,17.65,$423.67,3.14,426.81,423.67,2014-01
5379-1,2013-03-28,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2013-03-30,2.26,3.58,$1.32,4.0,166.08,0%,1.68,$152.77,5.47,152.57,152.77,2013-03
5380-1,2013-08-11,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,2013-08-13,3.14,4.91,$1.77,11.0,22.82,8%,2.54,$21.66,0.5,22.52,21.66,2013-08
5380-1,2013-12-28,Robert Martin,"7 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,Critical,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,2013-12-30,1.76,2.94,$1.18,34.0,101.92,3%,10.12,$98.76,0.81,97.36,98.76,2013-12
5382-1,2017-02-05,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Small Business,Stevie Bacata,Not Specified,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2017-02-07,2.52,4.0,$1.48,37.0,41.96,7%,0.42,$41.54,1.3,43.03,41.54,2017-02
5382-1,2014-08-02,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Pack,Express Air,2014-08-04,1.31,2.84,$1.53,49.0,23.67,7%,0.73,$23.13,0.93,22.43,23.13,2014-08
5383-1,2014-01-17,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2014-01-19,1.94,3.08,$1.14,9.0,201.6,6%,8.06,$193.54,0.99,194.04,193.54,2014-01
5383-1,2015-09-06,Ecin Brown,"79 Elliott St,Balmain",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,2015-09-08,32.02,152.48,$120.46,25.0,2905.02,3%,322.73,"$2,785.75",4.0,2780.75,2785.75,2015-09
5383-1,2015-06-25,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,2015-06-27,2.9,4.76,$1.86,25.0,67.62,0%,5.42,$62.68,0.88,64.58,62.68,2015-06
5384-1,2013-04-30,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Low,TechSavi Internet Navigator Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-05-02,6.51,30.98,$24.47,40.0,331.56,1%,9.95,$321.62,6.5,327.06,321.62,2013-04
5384-1,2013-06-29,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,2013-06-21,39.64,152.48,$112.84,9.0,304.96,6%,9.15,$295.81,6.5,299.81,295.81,2013-06
5384-1,2014-01-29,Michael Nguyen,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,Natasha Song,High,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2014-02-01,0.24,1.26,$1.02,29.0,39.96,10%,0.0,$39.96,0.7,40.66,39.96,2014-01
5384-1,2014-02-23,Peuline Chand,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2014-02-26,0.93,1.48,$0.55,8.0,39.96,2%,0.0,$39.96,0.7,40.66,39.96,2014-02
5384-1,2013-08-09,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2013-08-16,8.92,29.74,$20.82,29.0,233.76,0%,28.26,$221.16,6.64,223.16,221.16,2013-08
5385-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan 479 Labels,Technology,Small Box,Regular Air,2014-08-09,1.59,2.61,$1.02,16.0,88.06,0%,1.76,$86.30,0.5,88.34,86.3,2014-08
5385-1,2014-09-29,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,High,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Small Box,Express Air,2013-09-29,1.3,2.88,$1.58,40.0,82.24,3%,4.19,$75.29,1.01,76.18,75.29,2014-09
5385-1,2013-12-08,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Medium,Emerson Stylus 1520 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,2013-12-08,355.69,400.97,$430.18,24.0,4499.95,1%,439.99,"$4,493.53",6.19,4291.54,4493.53,2013-12
5385-1,2015-09-02,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Pack,Regular Air,2015-09-05,8.92,29.74,$20.82,7.0,397.02,5%,0.0,$399.62,6.64,305.03,399.62,2015-09
5385-1,2013-08-09,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2013-08-16,2.45,3.89,$1.44,22.0,88.06,2%,3.72,$86.30,7.01,88.34,86.3,2013-08
5386-1,2015-05-03,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Small Business,Charlie Bui,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2015-05-15,4.79,11.97,$7.18,31.0,447.62,0%,21.56,$422.06,5.81,442.55,422.06,2015-05
5386-1,2015-04-26,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2015-04-28,1.84,2.88,$1.04,39.0,19.48,0%,0.92,$28.16,0.99,20.94,28.16,2015-04
5386-1,2014-10-02,Patrick Jones,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Low,Smiths Colored Interoffice Envelopes,Technology,Small Box,Regular Air,2014-10-03,19.83,30.98,$11.15,29.0,1072.52,3%,30.43,"$1,608.35",19.51,1815.74,1608.35,2014-10
5386-1,2015-08-26,Diz Karnisser,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2015-08-27,13.88,22.38,$8.50,40.0,459.84,8%,28.34,$413.59,15.1,428.62,413.59,2015-08
5386-1,2014-01-24,Helen Andreada,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Low,Emerson C82 Color Inkjet Printer,Office Supplies,Wrap Bag,Regular Air,2014-01-26,76.79,119.99,$43.20,11.0,1559.87,10%,62.39,"$1,497.48",14.0,1511.48,1497.48,2014-01
5386-1,2014-08-25,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,2014-08-27,6.51,30.98,$24.47,19.0,1141.86,8%,44.35,"$1,114.26",6.5,1114.27,1114.26,2014-08
5386-1,2016-05-21,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Emerson C82 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,2016-05-22,76.79,119.99,$43.20,23.0,1529.96,2%,142.0,"$1,383.33",14.0,1340.08,1383.33,2016-05
5386-1,2013-08-11,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,2013-08-13,2.16,3.85,$1.69,23.0,22.88,7%,2.29,$21.62,0.7,22.53,21.62,2013-08
5386-1,2015-02-01,Tony Molinari,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Express Air,2015-02-03,13.88,22.38,$8.50,22.0,1254.31,9%,62.72,"$1,193.59",15.1,1197.8,1193.59,2015-02
5387-1,2013-10-05,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Critical,Emerson LQ-870 Dot Matrix Printer,Office Supplies,Small Pack,Regular Air,2013-10-07,219.61,535.64,$316.03,15.0,4243.95,0%,144.27,"$4,025.95",14.7,4705.56,4025.95,2013-10
